uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
MT,PNEUMONIA,HOSPITAL,"40 - 49",F,5
MT,PNEUMONIA,HOSPITAL,"40 - 49",M,7
MT,PNEUMONIA,IGNORADO,"40 - 49",F,4
MT,PNEUMONIA,IGNORADO,"40 - 49",M,6
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MT,SEPTICEMIA,HOSPITAL,"40 - 49",F,3
MT,SEPTICEMIA,HOSPITAL,"40 - 49",M,8
MT,SEPTICEMIA,IGNORADO,"40 - 49",F,8
MT,SEPTICEMIA,IGNORADO,"40 - 49",M,8
MT,SEPTICEMIA,OUTRO,"40 - 49",F,1
MT,SRAG,HOSPITAL,"40 - 49",F,1
MT,SRAG,HOSPITAL,"40 - 49",M,1
PA,OUTRAS,DOMICILIO,"40 - 49",F,22
PA,OUTRAS,DOMICILIO,"40 - 49",M,26
PA,OUTRAS,HOSPITAL,"40 - 49",F,36
PA,OUTRAS,HOSPITAL,"40 - 49",M,46
PA,OUTRAS,IGNORADO,"40 - 49",M,1
PA,OUTRAS,OUTRO,"40 - 49",F,3
PA,OUTRAS,OUTRO,"40 - 49",M,12
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PA,OUTRAS,POSTO_SAUDE,"40 - 49",F,1
PA,OUTRAS,VIA_PUBLICA,"40 - 49",F,3
PA,OUTRAS,VIA_PUBLICA,"40 - 49",M,22
PA,COVID,DOMICILIO,"40 - 49",F,1
PA,COVID,DOMICILIO,"40 - 49",M,1
PA,COVID,HOSPITAL,"40 - 49",F,44
PA,COVID,HOSPITAL,"40 - 49",M,57
PA,COVID,OUTRO,"40 - 49",M,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
PA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
PA,COVID,VIA_PUBLICA,"40 - 49",F,1
PA,INDETERMINADA,DOMICILIO,"40 - 49",F,1
PA,INDETERMINADA,DOMICILIO,"40 - 49",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,4
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,3
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,11
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,15
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PA,PNEUMONIA,DOMICILIO,"40 - 49",F,1
PA,PNEUMONIA,HOSPITAL,"40 - 49",F,14
PA,PNEUMONIA,HOSPITAL,"40 - 49",M,10
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
PA,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
PA,SEPTICEMIA,DOMICILIO,"40 - 49",M,3
PA,SEPTICEMIA,HOSPITAL,"40 - 49",F,11
PA,SEPTICEMIA,HOSPITAL,"40 - 49",M,13
PA,SEPTICEMIA,OUTRO,"40 - 49",M,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PA,SRAG,HOSPITAL,"40 - 49",F,3
PA,SRAG,HOSPITAL,"40 - 49",M,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PB,OUTRAS,DOMICILIO,"40 - 49",F,17
PB,OUTRAS,DOMICILIO,"40 - 49",M,53
PB,OUTRAS,HOSPITAL,"40 - 49",F,52
PB,OUTRAS,HOSPITAL,"40 - 49",M,48
PB,OUTRAS,OUTRO,"40 - 49",M,3
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,9
PB,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
PB,OUTRAS,VIA_PUBLICA,"40 - 49",M,7
PB,COVID,DOMICILIO,"40 - 49",F,1
PB,COVID,DOMICILIO,"40 - 49",M,1
PB,COVID,HOSPITAL,"40 - 49",F,40
PB,COVID,HOSPITAL,"40 - 49",M,47
PB,COVID,OUTRO,"40 - 49",F,1
PB,COVID,OUTRO,"40 - 49",M,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
PB,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PB,INDETERMINADA,DOMICILIO,"40 - 49",F,1
PB,INDETERMINADA,DOMICILIO,"40 - 49",M,1
PB,INDETERMINADA,OUTRO,"40 - 49",M,1
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,2
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,8
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,6
PB,PNEUMONIA,DOMICILIO,"40 - 49",F,1
PB,PNEUMONIA,DOMICILIO,"40 - 49",M,1
PB,PNEUMONIA,HOSPITAL,"40 - 49",F,6
PB,PNEUMONIA,HOSPITAL,"40 - 49",M,8
PB,PNEUMONIA,OUTRO,"40 - 49",F,1
PB,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
PB,SEPTICEMIA,HOSPITAL,"40 - 49",F,14
PB,SEPTICEMIA,HOSPITAL,"40 - 49",M,13
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PB,SRAG,OUTRO,"40 - 49",M,1
PE,OUTRAS,DOMICILIO,"40 - 49",F,44
PE,OUTRAS,DOMICILIO,"40 - 49",M,84
PE,OUTRAS,HOSPITAL,"40 - 49",F,123
PE,OUTRAS,HOSPITAL,"40 - 49",M,141
PE,OUTRAS,IGNORADO,"40 - 49",F,1
PE,OUTRAS,IGNORADO,"40 - 49",M,1
PE,OUTRAS,OUTRO,"40 - 49",F,4
PE,OUTRAS,OUTRO,"40 - 49",M,29
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,9
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,12
PE,OUTRAS,VIA_PUBLICA,"40 - 49",F,5
PE,OUTRAS,VIA_PUBLICA,"40 - 49",M,37
PE,COVID,DOMICILIO,"40 - 49",M,1
PE,COVID,HOSPITAL,"40 - 49",F,53
PE,COVID,HOSPITAL,"40 - 49",M,75
PE,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PE,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PE,INDETERMINADA,DOMICILIO,"40 - 49",F,2
PE,INDETERMINADA,DOMICILIO,"40 - 49",M,7
PE,INDETERMINADA,HOSPITAL,"40 - 49",F,2
PE,INDETERMINADA,HOSPITAL,"40 - 49",M,2
PE,INDETERMINADA,IGNORADO,"40 - 49",M,1
PE,INDETERMINADA,OUTRO,"40 - 49",M,3
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PE,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,3
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,3
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,25
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,20
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
PE,PNEUMONIA,HOSPITAL,"40 - 49",F,14
PE,PNEUMONIA,HOSPITAL,"40 - 49",M,20
PE,PNEUMONIA,IGNORADO,"40 - 49",M,1
PE,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,2
PE,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
PE,SEPTICEMIA,HOSPITAL,"40 - 49",F,51
PE,SEPTICEMIA,HOSPITAL,"40 - 49",M,67
PE,SEPTICEMIA,IGNORADO,"40 - 49",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PE,SRAG,DOMICILIO,"40 - 49",M,2
PE,SRAG,HOSPITAL,"40 - 49",F,12
PE,SRAG,HOSPITAL,"40 - 49",M,18
PE,SRAG,IGNORADO,"40 - 49",F,1
PE,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PE,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
PI,OUTRAS,DOMICILIO,"40 - 49",F,6
PI,OUTRAS,DOMICILIO,"40 - 49",M,16
PI,OUTRAS,HOSPITAL,"40 - 49",F,18
PI,OUTRAS,HOSPITAL,"40 - 49",M,16
PI,OUTRAS,OUTRO,"40 - 49",M,4
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PI,OUTRAS,VIA_PUBLICA,"40 - 49",M,3
PI,COVID,HOSPITAL,"40 - 49",F,3
PI,COVID,HOSPITAL,"40 - 49",M,7
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,5
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,3
PI,PNEUMONIA,DOMICILIO,"40 - 49",F,1
PI,PNEUMONIA,HOSPITAL,"40 - 49",F,1
PI,PNEUMONIA,HOSPITAL,"40 - 49",M,5
PI,PNEUMONIA,OUTRO,"40 - 49",M,1
PI,SEPTICEMIA,HOSPITAL,"40 - 49",F,8
PI,SEPTICEMIA,HOSPITAL,"40 - 49",M,6
PI,SEPTICEMIA,VIA_PUBLICA,"40 - 49",M,1
PR,OUTRAS,DOMICILIO,"40 - 49",F,46
PR,OUTRAS,DOMICILIO,"40 - 49",M,102
PR,OUTRAS,HOSPITAL,"40 - 49",F,116
PR,OUTRAS,HOSPITAL,"40 - 49",M,160
PR,OUTRAS,IGNORADO,"40 - 49",M,1
PR,OUTRAS,OUTRO,"40 - 49",F,3
PR,OUTRAS,OUTRO,"40 - 49",M,19
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,11
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,18
PR,OUTRAS,VIA_PUBLICA,"40 - 49",F,4
PR,OUTRAS,VIA_PUBLICA,"40 - 49",M,27
PR,COVID,DOMICILIO,"40 - 49",F,2
PR,COVID,DOMICILIO,"40 - 49",M,3
PR,COVID,HOSPITAL,"40 - 49",F,143
PR,COVID,HOSPITAL,"40 - 49",M,229
PR,COVID,OUTRO,"40 - 49",F,1
PR,COVID,OUTRO,"40 - 49",M,4
PR,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
PR,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,6
PR,INDETERMINADA,DOMICILIO,"40 - 49",M,2
PR,INDETERMINADA,HOSPITAL,"40 - 49",F,1
PR,INDETERMINADA,HOSPITAL,"40 - 49",M,1
PR,INDETERMINADA,OUTRO,"40 - 49",M,2
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PR,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,11
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,19
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
PR,PNEUMONIA,DOMICILIO,"40 - 49",M,3
PR,PNEUMONIA,HOSPITAL,"40 - 49",F,20
PR,PNEUMONIA,HOSPITAL,"40 - 49",M,34
PR,PNEUMONIA,OUTRO,"40 - 49",F,1
PR,PNEUMONIA,OUTRO,"40 - 49",M,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PR,SEPTICEMIA,HOSPITAL,"40 - 49",F,37
PR,SEPTICEMIA,HOSPITAL,"40 - 49",M,47
PR,SRAG,HOSPITAL,"40 - 49",F,2
PR,SRAG,HOSPITAL,"40 - 49",M,2
RJ,OUTRAS,DOMICILIO,"40 - 49",F,67
RJ,OUTRAS,DOMICILIO,"40 - 49",M,140
RJ,OUTRAS,HOSPITAL,"40 - 49",F,228
RJ,OUTRAS,HOSPITAL,"40 - 49",M,266
RJ,OUTRAS,IGNORADO,"40 - 49",F,2
RJ,OUTRAS,OUTRO,"40 - 49",F,3
RJ,OUTRAS,OUTRO,"40 - 49",M,24
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,61
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,71
RJ,OUTRAS,VIA_PUBLICA,"40 - 49",F,4
RJ,OUTRAS,VIA_PUBLICA,"40 - 49",M,28
RJ,COVID,DOMICILIO,"40 - 49",F,4
RJ,COVID,DOMICILIO,"40 - 49",M,4
RJ,COVID,HOSPITAL,"40 - 49",F,138
RJ,COVID,HOSPITAL,"40 - 49",M,195
RJ,COVID,IGNORADO,"40 - 49",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
RJ,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,14
RJ,INDETERMINADA,DOMICILIO,"40 - 49",F,4
RJ,INDETERMINADA,DOMICILIO,"40 - 49",M,9
RJ,INDETERMINADA,HOSPITAL,"40 - 49",F,4
RJ,INDETERMINADA,HOSPITAL,"40 - 49",M,4
RJ,INDETERMINADA,OUTRO,"40 - 49",M,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,9
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,37
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,33
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,6
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
RJ,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RJ,PNEUMONIA,HOSPITAL,"40 - 49",F,58
RJ,PNEUMONIA,HOSPITAL,"40 - 49",M,81
RJ,PNEUMONIA,OUTRO,"40 - 49",M,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,15
RJ,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
RJ,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
RJ,SEPTICEMIA,DOMICILIO,"40 - 49",M,2
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",F,90
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",M,90
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,18
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,14
RJ,SRAG,DOMICILIO,"40 - 49",F,1
RJ,SRAG,HOSPITAL,"40 - 49",F,1
RJ,SRAG,HOSPITAL,"40 - 49",M,6
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RN,OUTRAS,DOMICILIO,"40 - 49",F,12
RN,OUTRAS,DOMICILIO,"40 - 49",M,24
RN,OUTRAS,HOSPITAL,"40 - 49",F,29
RN,OUTRAS,HOSPITAL,"40 - 49",M,34
RN,OUTRAS,IGNORADO,"40 - 49",M,1
RN,OUTRAS,OUTRO,"40 - 49",M,3
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,6
RN,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
RN,OUTRAS,VIA_PUBLICA,"40 - 49",M,5
RN,COVID,HOSPITAL,"40 - 49",F,34
RN,COVID,HOSPITAL,"40 - 49",M,38
RN,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RN,INDETERMINADA,DOMICILIO,"40 - 49",M,2
RN,INDETERMINADA,OUTRO,"40 - 49",M,1
RN,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,4
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,4
RN,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RN,PNEUMONIA,HOSPITAL,"40 - 49",F,6
RN,PNEUMONIA,HOSPITAL,"40 - 49",M,8
RN,PNEUMONIA,IGNORADO,"40 - 49",M,1
RN,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
RN,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
RN,SEPTICEMIA,HOSPITAL,"40 - 49",F,7
RN,SEPTICEMIA,HOSPITAL,"40 - 49",M,9
RN,SEPTICEMIA,OUTRO,"40 - 49",M,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RN,SRAG,HOSPITAL,"40 - 49",F,3
RO,OUTRAS,DOMICILIO,"40 - 49",F,6
RO,OUTRAS,DOMICILIO,"40 - 49",M,24
RO,OUTRAS,HOSPITAL,"40 - 49",F,12
RO,OUTRAS,HOSPITAL,"40 - 49",M,23
RO,OUTRAS,OUTRO,"40 - 49",F,1
RO,OUTRAS,OUTRO,"40 - 49",M,1
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
RO,OUTRAS,VIA_PUBLICA,"40 - 49",M,12
RO,COVID,DOMICILIO,"40 - 49",F,1
RO,COVID,DOMICILIO,"40 - 49",M,1
RO,COVID,HOSPITAL,"40 - 49",F,53
RO,COVID,HOSPITAL,"40 - 49",M,105
RO,COVID,OUTRO,"40 - 49",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
RO,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RO,PNEUMONIA,HOSPITAL,"40 - 49",F,1
RO,PNEUMONIA,HOSPITAL,"40 - 49",M,7
RO,PNEUMONIA,VIA_PUBLICA,"40 - 49",F,1
RO,SEPTICEMIA,DOMICILIO,"40 - 49",M,2
RO,SEPTICEMIA,HOSPITAL,"40 - 49",F,7
RO,SEPTICEMIA,HOSPITAL,"40 - 49",M,5
RO,SRAG,HOSPITAL,"40 - 49",F,1
RR,OUTRAS,DOMICILIO,"40 - 49",M,3
RR,OUTRAS,HOSPITAL,"40 - 49",F,6
RR,OUTRAS,HOSPITAL,"40 - 49",M,13
RR,OUTRAS,OUTRO,"40 - 49",F,1
RR,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
RR,COVID,HOSPITAL,"40 - 49",F,15
RR,COVID,HOSPITAL,"40 - 49",M,26
RR,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,1
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",F,2
RR,SEPTICEMIA,HOSPITAL,"40 - 49",M,3
RR,SRAG,HOSPITAL,"40 - 49",M,1
RS,OUTRAS,DOMICILIO,"40 - 49",F,44
RS,OUTRAS,DOMICILIO,"40 - 49",M,75
RS,OUTRAS,HOSPITAL,"40 - 49",F,154
RS,OUTRAS,HOSPITAL,"40 - 49",I,1
RS,OUTRAS,HOSPITAL,"40 - 49",M,144
RS,OUTRAS,IGNORADO,"40 - 49",F,5
RS,OUTRAS,IGNORADO,"40 - 49",M,3
RS,OUTRAS,OUTRO,"40 - 49",F,2
RS,OUTRAS,OUTRO,"40 - 49",M,10
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,11
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,15
RS,OUTRAS,VIA_PUBLICA,"40 - 49",F,3
RS,OUTRAS,VIA_PUBLICA,"40 - 49",M,8
RS,COVID,DOMICILIO,"40 - 49",F,5
RS,COVID,DOMICILIO,"40 - 49",M,8
RS,COVID,HOSPITAL,"40 - 49",F,182
RS,COVID,HOSPITAL,"40 - 49",M,227
RS,COVID,IGNORADO,"40 - 49",F,2
RS,COVID,IGNORADO,"40 - 49",M,9
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,17
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,21
RS,COVID,VIA_PUBLICA,"40 - 49",M,1
RS,INDETERMINADA,DOMICILIO,"40 - 49",M,3
RS,INDETERMINADA,HOSPITAL,"40 - 49",F,1
RS,INDETERMINADA,HOSPITAL,"40 - 49",M,2
RS,INDETERMINADA,IGNORADO,"40 - 49",F,1
RS,INDETERMINADA,OUTRO,"40 - 49",F,1
RS,INDETERMINADA,OUTRO,"40 - 49",M,2
RS,INDETERMINADA,VIA_PUBLICA,"40 - 49",F,1
RS,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,22
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,21
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RS,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RS,PNEUMONIA,HOSPITAL,"40 - 49",F,24
RS,PNEUMONIA,HOSPITAL,"40 - 49",M,53
RS,PNEUMONIA,IGNORADO,"40 - 49",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RS,SEPTICEMIA,HOSPITAL,"40 - 49",F,44
RS,SEPTICEMIA,HOSPITAL,"40 - 49",M,50
RS,SEPTICEMIA,IGNORADO,"40 - 49",M,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RS,SRAG,HOSPITAL,"40 - 49",F,3
RS,SRAG,HOSPITAL,"40 - 49",M,5
RS,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SC,OUTRAS,DOMICILIO,"40 - 49",F,24
SC,OUTRAS,DOMICILIO,"40 - 49",M,47
SC,OUTRAS,HOSPITAL,"40 - 49",F,81
SC,OUTRAS,HOSPITAL,"40 - 49",M,95
SC,OUTRAS,IGNORADO,"40 - 49",F,1
SC,OUTRAS,OUTRO,"40 - 49",F,3
SC,OUTRAS,OUTRO,"40 - 49",M,9
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
SC,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
SC,OUTRAS,VIA_PUBLICA,"40 - 49",M,8
SC,COVID,DOMICILIO,"40 - 49",F,2
SC,COVID,DOMICILIO,"40 - 49",M,1
SC,COVID,HOSPITAL,"40 - 49",F,92
SC,COVID,HOSPITAL,"40 - 49",M,103
SC,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SC,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
SC,INDETERMINADA,OUTRO,"40 - 49",M,1
SC,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,14
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,13
SC,PNEUMONIA,HOSPITAL,"40 - 49",F,15
SC,PNEUMONIA,HOSPITAL,"40 - 49",M,23
SC,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
SC,SEPTICEMIA,DOMICILIO,"40 - 49",F,2
SC,SEPTICEMIA,HOSPITAL,"40 - 49",F,17
SC,SEPTICEMIA,HOSPITAL,"40 - 49",M,30
SC,SRAG,HOSPITAL,"40 - 49",F,2
SC,SRAG,HOSPITAL,"40 - 49",M,1
SE,OUTRAS,DOMICILIO,"40 - 49",F,2
SE,OUTRAS,DOMICILIO,"40 - 49",M,10
SE,OUTRAS,HOSPITAL,"40 - 49",F,30
SE,OUTRAS,HOSPITAL,"40 - 49",M,23
SE,OUTRAS,OUTRO,"40 - 49",M,4
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,6
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,9
SE,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
SE,OUTRAS,VIA_PUBLICA,"40 - 49",M,2
SE,COVID,HOSPITAL,"40 - 49",F,11
SE,COVID,HOSPITAL,"40 - 49",M,21
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,3
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,5
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
SE,PNEUMONIA,HOSPITAL,"40 - 49",F,2
SE,PNEUMONIA,HOSPITAL,"40 - 49",M,4
SE,SEPTICEMIA,HOSPITAL,"40 - 49",F,13
SE,SEPTICEMIA,HOSPITAL,"40 - 49",M,8
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SP,OUTRAS,DOMICILIO,"40 - 49",F,154
SP,OUTRAS,DOMICILIO,"40 - 49",M,375
SP,OUTRAS,HOSPITAL,"40 - 49",F,590
SP,OUTRAS,HOSPITAL,"40 - 49",I,1
SP,OUTRAS,HOSPITAL,"40 - 49",M,799
